525069012179251200	0
499703095496941569	1
544479970894946306	2
553115828632035328	3
553529193506410497	4
525038471371448320	5
552879670702518272	6
553590531537010689	7
524981848892796928	8
524968548847063040	9
553353145472929792	10
580347339715559425	11
544536294463139840	12
498277678706077696	13
544412368059392000	14
553582588368273408	15
524997567533559809	16
544284957766463488	17
544292254786285568	18
544339982349918208	19
498305744887111680	20
524943872976109568	21
553183323686973440	22
499601879727607808	23
499528630050246656	24
500376517923577856	25
553053821853659137	26
499697355591938049	27
544485570081472512	28
525021426001391618	29
524979796145881088	30
498861834372669440	31
552811823293276160	32
553277052967976960	33
552816543844040704	34
544490548497629184	35
500312666876178432	36
544394100477161473	37
544320213743697921	38
544354205650022400	39
544396991615479809	40
544504915796557825	41
553585558409457664	42
500307301790932992	43
553682163409756160	44
544378515378814977	45
524983840696463360	46
581314247738687488	47
580606065349419008	48
544301663511924737	49
544470629752119296	50
553531200149925890	51
500439474233688064	52
500930761818509313	53
544508842852118528	54
552843601223639040	55
552834360832176128	56
499652943252316160	57
553339212183781377	58
500386057054322689	59
552811162073829377	60
553649553829003265	61
553940317507182592	62
500479774360604673	63
499636814572171264	64
552992595992141825	65
498605630492790784	66
544437471262801920	67
553189165509394432	68
553545456664711169	69
544372659446751232	70
553104488048111616	71
553583504748204032	72
524930968122310657	73
553590127252221952	74
553593218508402688	75
553307065561919488	76
553155022796886017	77
553509146730176513	78
552842165253308416	79
553186696406523904	80
553523704554979328	81
499402789466820609	82
552988911258320896	83
553200082590638081	84
552816260564934656	85
524950323475927041	86
524959514995724288	87
553706680379539457	88
544451876964827136	89
581159283175399424	90
544303947251744768	91
552981834813157378	92
544321340136636416	93
544270989186449408	94
525159580247285761	95
544297184712085504	96
553027573337165825	97
553557458707566592	98
500202895074422784	99
552866217720283136	100
544530078068379648	101
553380121315270656	102
499525209783681024	103
552817998277259264	104
553199668172423168	105
544509705809580032	106
544449289259216897	107
544506017451888641	108
553151248459780098	109
544284483453595648	110
499509617383059456	111
524975040916643840	112
544536634310791168	113
553521206713151488	114
500334559637295105	115
524955150885335040	116
553183805557977090	117
553273421325672448	118
553486100292177920	119
544461231549992962	120
498984097838940160	121
524953204224962560	122
581153923987206146	123
553335012460732416	124
552814308267012096	125
576439877841121280	126
552852961723170819	127
524970262718980097	128
544513474349785088	129
553543759976497152	130
544512003272740864	131
544350207119732737	132
500460605686677504	133
544530318704001024	134
553136132704444417	135
544314075988365314	136
524955300311609344	137
544306147617153027	138
544421711626522624	139
553474916667125761	140
544361466208333824	141
553478423411441664	142
499619373414633472	143
553820631087988736	144
580324935446368257	145
553607136312582144	146
544394271319531520	147
524980483479076864	148
499593290145366016	149
544292543723089920	150
544555155165679616	151
500479810939142144	152
552853967534055424	153
552824726607773697	154
544528755335905280	155
500312063198363650	156
552807240701198337	157
498654663068364801	158
552863071535136769	159
554648105388232704	160
524934628424314880	161
544278282301341696	162
553187378488045569	163
553581712115261440	164
553582437939560448	165
552878629261422592	166
552823361110548480	167
525325689676120064	168
500276163143823361	169
553555979238129664	170
552848751149481985	171
553183843034091520	172
525059709708288000	173
500427970511929344	174
525047429507608576	175
544376036272533504	176
553599169903214592	177
553167130171310080	178
552808038701481984	179
498569913905065984	180
500297010642440192	181
544509094996877312	182
544520866433077248	183
500358061698347008	184
576860610400501760	185
553198999550042112	186
576581356131627008	187
501119710487146496	188
544278540599193601	189
499541423797329920	190
498308385205653504	191
552950173933264896	192
553137869523779584	193
553474514496278528	194
553509523512520704	195
553573791922921472	196
581563933946851329	197
552818394937184256	198
499349794008334336	199
552822604206460928	200
552957201573085184	201
499899953595301888	202
553149863496802305	203
544329384673304577	204
553582275770994688	205
544415632544903168	206
524947175596621824	207
553552001481863168	208
580324175430180865	209
544318573402157056	210
544409262206627841	211
544396538106363904	212
525814778548473856	213
524967631171117056	214
499369758618157056	215
553596815300648961	216
529701563452129281	217
500320052449914880	218
553174464691961856	219
544447545544802304	220
529725918101897216	221
552794700315643904	222
553576648973377537	223
552978750561091584	224
581911938432536576	225
553211043439472641	226
499719545498910723	227
524978817971257344	228
544875581741871104	229
553527331227463680	230
544289638761119745	231
544335782454886400	232
552848709180874752	233
544471644379828224	234
500299762319777792	235
500300913312288768	236
524944658992865280	237
500286059885125632	238
552990565688934400	239
553626639847129090	240
499644222275092480	241
544277858227875840	242
500398576368103424	243
525011262099300352	244
544400767978049536	245
500279359908106240	246
544320214452539392	247
553529610961715201	248
544393620963352577	249
553472045305303040	250
553585366037712898	251
581256653187645440	252
524944132964614144	253
544294147192938496	254
552875407654268928	255
553518903629213699	256
544403057153286144	257
499693275704348672	258
498678555082248192	259
499616959718518784	260
553335212328120320	261
553013480497106944	262
525024623180931072	263
552852355750707201	264
552832366709080065	265
524939142023892992	266
552801421478076416	267
552835251030859776	268
552879138093424640	269
552836829234614272	270
552980620897312768	271
553201696042934272	272
553190222716887040	273
580337829638598656	274
544512064694546432	275
525024656105811969	276
552815427030892544	277
500432784339382274	278
500414962112929792	279
553589214500388864	280
553168481588609024	281
498446935163170816	282
552823145036398593	283
544454308255657984	284
552820011581333504	285
553591516917018624	286
552953044821110784	287
552871783251345411	288
552867334189498369	289
552853695764127744	290
552815666261417984	291
498265095559184384	292
544271477051502593	293
544281206112534529	294
544294274674593792	295
500300248842240001	296
576847084579618816	297
553578250186665984	298
536831367959420929	299
500385447982673920	300
552827951134539777	301
552863207577354240	302
552942105942044674	303
552853906355916801	304
524988573289054208	305
580333314415919104	306
500285895321190400	307
576360212816375808	308
544309622061150208	309
501266762454032384	310
544436248824143872	311
544467485777743873	312
552987521068462080	313
576509521625018368	314
544441614035193856	315
580328826472824832	316
499698413777088512	317
499929742322069504	318
500331491717832706	319
524977314854367232	320
500280982394904576	321
544416169487519744	322
552845042033778688	323
498650569373143041	324
544455217883123712	325
552864608000933888	326
552823215060688896	327
544556138717380608	328
552828606423244805	329
544379242767593473	330
553544992913117184	331
552834444931776512	332
580351209762066433	333
553596397099175936	334
553201805078069249	335
500350502690115584	336
544515850963648512	337
552843127653154816	338
